日付,競馬場,レース名,クラス,距離,出走頭数,馬名,馬番,予想順位,予想スコア,単勝オッズ,市場人気,実着順,前走重賞近差,前々走重賞近差,前走3F最速,同コース実績,調教A評価,叩き2戦目,近走上昇傾向,距離短縮,前走好走,前々走好走,グレード実績(3-4走前),血統距離適性,初馬場種別,距離延長,昇級初戦,特殊条件,前走ローカル,長期休養明け,枠番補正,内枠先行,軽量馬加点,複勝安定ボーナス,急坂好走なし,馬体重変動,回り不適,季節×性別,道悪適性
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,ショウナンハクウン,16,1,8.5,4.2,1,3,0,0.0,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,ジャスパーソレイユ,3,2,8.0,4.6,2,2,0,0.0,0,0,2,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,-2.0,3.0,0.0,3.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,スリーピース,13,3,6.5,8.2,6,1,0,0.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,タイセイピューマ,4,4,6.0,15.7,7,4,0,0.0,0,4,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,-2.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,ヴェルトラウム,11,5,6.0,91.8,13,9,0,0.0,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,ラーナローザ,15,6,4.0,7.3,5,6,0,0.0,0,0,3,0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,-1,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,ヴィクトリーロード,8,7,3.0,66.9,11,8,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,モリノセピア,9,8,3.0,5.4,3,10,0,0.0,0,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,ヒストリアイ,6,9,3.0,26.1,8,12,0,0.0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,ロッカバイベイビー,14,10,3.0,29.3,9,14,0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,0,-1,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,コスタデラルス,10,11,3.0,184.5,14,15,0,0.0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,グリーンライズ,12,12,1.0,223.1,15,16,0,0.0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,-2,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,テセラリアン,2,13,0.5,6.6,4,7,0,0.0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,-2.0,0.0,0.0,0.0,0,0,0,-1,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,ケープアグラス,5,14,0.0,54.8,10,5,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,-1,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,バンブトンプロ,1,15,0.0,246.3,16,13,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-2.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,中山,4歳以上2勝クラス,2勝クラス,1200m,16,クラリティスケール,7,16,-1.0,76.2,12,11,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-2,0,0.0,0.0,0.0,0.0,0,0,0,-1,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,グランドプラージュ,9,1,13.0,1.3,1,1,0,0.0,0,4,3,1,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,ブルックリンダンス,3,2,12.5,17.9,5,5,0,0.0,0,4,2,0,0.0,0.0,2.0,0.5,0.0,0.0,0,0,0,0,0,-2,0.0,3.0,0.0,3.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,ドゥラエテルノ,13,3,10.0,7.3,2,3,0,0.0,0,4,1,0,0.0,0.0,2.0,0.5,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,マナエトレ,11,4,6.0,44.8,8,2,0,0.0,0,0,1,0,0.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,マッスルバック,6,5,6.0,78.6,10,6,0,0.0,2,0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,ショウサンジョージ,8,6,6.0,38.7,7,8,0,0.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,スーパージョック,10,7,5.0,8.9,3,4,0,0.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,ジュンラトゥール,2,8,3.0,66.2,9,10,0,0.0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,ワンダフルトゥデイ,5,9,2.0,175.8,12,12,0,0.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,クリノフィガロ,1,10,1.5,17.1,4,9,0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,-0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2026年1月4日,京都,天ケ瀬特別,2勝クラス,1800m,13,キングオブフジ,12,11,1.0,118.6,11,7,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
