type,race_id,race_class,surface,name,rank
遠征,202503030110,2勝クラス,芝,イツモニコニコ,1
遠征,202503030110,2勝クラス,芝,フードマン,3
遠征,202503030110,2勝クラス,芝,シアター,4
遠征,202503030110,2勝クラス,芝,コウセキ,13
遠征,202503030110,2勝クラス,芝,バシレウスシチー,16
遠征,202503030111,3勝クラス,芝,ロードトレイル,3
遠征,202503030111,3勝クラス,芝,メイショウピース,4
遠征,202503030111,3勝クラス,芝,ロードマイライフ,6
遠征,202503030111,3勝クラス,芝,ジャスパーノワール,12
遠征,202503030210,2勝クラス,ダ,アレナパラシオ,1
遠征,202503030210,2勝クラス,ダ,カペルブリュッケ,2
遠征,202503030210,2勝クラス,ダ,タカサンフェイス,8
遠征,202503030210,2勝クラス,ダ,サヴァビアン,11
遠征,202503030210,2勝クラス,ダ,グランキングオー,15
遠征,202503030211,OP,芝,レイピア,1
遠征,202503030211,OP,芝,タマモブラックタイ,4
遠征,202503030211,OP,芝,レッドヒルシューズ,8
遠征,202503030211,OP,芝,バンデルオーラ,9
遠征,202503030211,OP,芝,エイムインライフ,13
遠征,202503030211,OP,芝,エイシンワンド,15
遠征,202503030310,2勝クラス,ダ,テーオールビー,1
遠征,202503030310,2勝クラス,ダ,ギマール,4
遠征,202503030310,2勝クラス,ダ,チカミリオン,12
遠征,202503030311,3勝クラス,ダ,ファムエレガンテ,2
遠征,202503030311,3勝クラス,ダ,ミラバーグマン,7
遠征,202503030311,3勝クラス,ダ,フラップシグナス,8
遠征,202503030311,3勝クラス,ダ,ハンベルジャイト,9
遠征,202503030311,3勝クラス,ダ,メイショウキルギス,12
遠征,202503030409,OP,芝,タマモイカロス,1
遠征,202503030409,OP,芝,コラルリーフ,2
遠征,202503030409,OP,芝,アルスマグナ,13
遠征,202503030410,2勝クラス,芝,ローザサンリヴァル,1
遠征,202503030410,2勝クラス,芝,サトノソティラス,2
遠征,202503030410,2勝クラス,芝,カエルム,6
遠征,202503030411,OP,ダ,ポッドロゴ,1
遠征,202503030411,OP,ダ,ピースオブザライフ,5
遠征,202503030411,OP,ダ,ホールシバン,8
遠征,202503030411,OP,ダ,サンライズアリオン,9
遠征,202503030411,OP,ダ,モズミギカタアガリ,10
遠征,202503030411,OP,ダ,エコロガイア,11
遠征,202503030411,OP,ダ,マーブルロック,13
遠征,202503030411,OP,ダ,レアンダー,15
遠征,202503030510,2勝クラス,ダ,オトメナシャチョウ,5
遠征,202503030510,2勝クラス,ダ,アネモス,6
遠征,202503030510,2勝クラス,ダ,パルプフィクション,13
遠征,202503030511,重賞,芝,クリノメイ,9
遠征,202503030511,重賞,芝,コガネノソラ,11
遠征,202503030511,重賞,芝,バビット,12
遠征,202503030511,重賞,芝,イングランドアイズ,15
遠征,202504040110,2勝クラス,ダ,ファムエレガンテ,1
遠征,202504040110,2勝クラス,ダ,ザウリ,2
遠征,202504040110,2勝クラス,ダ,ストリンジェンド,4
遠征,202504040110,2勝クラス,ダ,ジャスパーバローズ,11
遠征,202504040111,3勝クラス,芝,ソルトクィーン,2
遠征,202504040111,3勝クラス,芝,レッドエヴァンス,6
遠征,202504040111,3勝クラス,芝,トールキン,8
遠征,202504040111,3勝クラス,芝,アルトシュタット,9
遠征,202504040111,3勝クラス,芝,シカゴスティング,10
遠征,202504040111,3勝クラス,芝,ウルトラソニック,11
遠征,202504040111,3勝クラス,芝,パクスロマーナ,14
遠征,202504040111,3勝クラス,芝,アスティスプマンテ,17
遠征,202504040210,2勝クラス,芝,ゼンダンタカ,8
遠征,202504040210,2勝クラス,芝,インテンソ,16
遠征,202504040210,2勝クラス,芝,ディーエスショウマ,18
遠征,202504040211,OP,芝,フレミングフープ,2
遠征,202504040211,OP,芝,チルカーノ,6
遠征,202504040211,OP,芝,エリカヴィータ,7
遠征,202504040211,OP,芝,カヨウネンカ,13
遠征,202504040310,2勝クラス,ダ,タマモキャリコ,5
遠征,202504040310,2勝クラス,ダ,キングオブフジ,7
遠征,202504040310,2勝クラス,ダ,ユメハハテシナク,14
遠征,202504040311,3勝クラス,芝,ヴィレム,2
遠征,202504040311,3勝クラス,芝,タガノデュード,3
遠征,202504040311,3勝クラス,芝,マイネルエニグマ,4
遠征,202504040311,3勝クラス,芝,キャントウェイト,8
遠征,202504040311,3勝クラス,芝,モズマーヴェリック,11
遠征,202504040311,3勝クラス,芝,シルキーガール,13
遠征,202504040311,3勝クラス,芝,ナヴォーナ,14
遠征,202504040311,3勝クラス,芝,シャンデルナゴル,17
遠征,202504040311,3勝クラス,芝,ダノンフロイデ,18
遠征,202504040410,2勝クラス,芝,ディーガレジェンド,4
遠征,202504040410,2勝クラス,芝,シルバープリペット,5
遠征,202504040410,2勝クラス,芝,フルレゾン,8
遠征,202504040410,2勝クラス,芝,カリーニョ,9
遠征,202504040410,2勝クラス,芝,マイネルシーマー,10
遠征,202504040410,2勝クラス,芝,バルダンツァ,12
遠征,202504040410,2勝クラス,芝,ジェモロジー,14
遠征,202504040410,2勝クラス,芝,アルファヒディ,16
遠征,202504040411,OP,芝,シロン,10
遠征,202504040411,OP,芝,タツダイヤモンド,13
遠征,202504040411,OP,芝,サウンドアレグリア,14
遠征,202505040109,2勝クラス,芝,マテンロウブラボー,4
遠征,202505040109,2勝クラス,芝,エバーグルーヴ,7
遠征,202505040109,2勝クラス,芝,ジッピーレーサー,9
遠征,202505040110,3勝クラス,芝,ユハンヌス,2
遠征,202505040110,3勝クラス,芝,スカイハイ,3
遠征,202505040110,3勝クラス,芝,レディマリオン,4
遠征,202505040110,3勝クラス,芝,コト,6
遠征,202505040111,OP,ダ,オメガギネス,1
遠征,202505040111,OP,ダ,マテンロウコマンド,2
遠征,202505040111,OP,ダ,バトゥーキ,6
遠征,202505040111,OP,ダ,サトノルフィアン,8
遠征,202505040111,OP,ダ,ニシキギミッチー,10
遠征,202505040111,OP,ダ,テイエムリステット,13
遠征,202505040112,2勝クラス,ダ,シホノペルフェット,11
遠征,202505040209,2勝クラス,芝,タイセイカレント,3
遠征,202505040209,2勝クラス,芝,チューラワンサ,5
遠征,202505040209,2勝クラス,芝,エクストラバック,10
遠征,202505040209,2勝クラス,芝,コーティアスマナー,13
遠征,202505040209,2勝クラス,芝,フードマン,14
遠征,202505040210,3勝クラス,ダ,アルゴナヴィス,4
遠征,202505040210,3勝クラス,ダ,ガンウルフ,8
遠征,202505040210,3勝クラス,ダ,グラヴィス,14
遠征,202505040211,重賞,芝,エルトンバローズ,5
遠征,202505040211,重賞,芝,チェルヴィニア,7
遠征,202505040211,重賞,芝,ロングラン,8
遠征,202505040212,2勝クラス,ダ,スマートスピア,3
遠征,202505040212,2勝クラス,ダ,ベルダイナフェロー,4
遠征,202505040212,2勝クラス,ダ,クールブロン,5
遠征,202505040212,2勝クラス,ダ,サラサハウプリティ,13
遠征,202505040309,2勝クラス,芝,ミントマーク,2
遠征,202505040309,2勝クラス,芝,ゴージョニーゴー,9
遠征,202505040310,2勝クラス,ダ,シャンパンポップ,1
遠征,202505040310,2勝クラス,ダ,ジョウショーパワー,12
遠征,202505040311,重賞,芝,アスクエジンバラ,7
遠征,202505040409,2勝クラス,芝,アイサンサン,1
遠征,202505040409,2勝クラス,芝,ネーヴェフレスカ,10
遠征,202505040410,3勝クラス,ダ,ワイワイレジェンド,1
遠征,202505040410,3勝クラス,ダ,ペプチドタイガー,2
遠征,202505040410,3勝クラス,ダ,アンシール,3
遠征,202505040410,3勝クラス,ダ,マーブルマウンテン,4
遠征,202505040410,3勝クラス,ダ,タイセイレスポンス,12
遠征,202505040411,重賞,芝,ラヴァンダ,1
遠征,202505040411,重賞,芝,サフィラ,12
遠征,202505040411,重賞,芝,ドゥアイズ,13
遠征,202505040411,重賞,芝,ピースオブザライフ,15
遠征,202505040412,2勝クラス,ダ,エイプリルインパリ,2
遠征,202505040412,2勝クラス,ダ,ペイシャケイプ,3
遠征,202505040412,2勝クラス,ダ,ユウトザレン,4
遠征,202505040412,2勝クラス,ダ,トルーマンテソーロ,9
遠征,202505040412,2勝クラス,ダ,プレイテシア,10
遠征,202505040412,2勝クラス,ダ,ジョヴィアン,11
遠征,202505040412,2勝クラス,ダ,グラティアスミノル,13
遠征,202505040510,3勝クラス,芝,シャイニングソード,1
遠征,202505040510,3勝クラス,芝,ヴォランテ,5
遠征,202505040510,3勝クラス,芝,ロードオールライト,6
遠征,202505040511,OP,芝,ギャラクシーナイト,8
遠征,202505040511,OP,芝,ウエストナウ,18
遠征,202505040608,2勝クラス,芝,ヴァリディシームス,3
遠征,202505040609,OP,芝,アンドゥーリル,1
遠征,202505040610,3勝クラス,ダ,ノットイナフ,2
遠征,202505040610,3勝クラス,ダ,レッドプロフェシー,3
遠征,202505040610,3勝クラス,ダ,アスクデビューモア,5
遠征,202505040610,3勝クラス,ダ,ジャスパーグレイト,6
遠征,202505040610,3勝クラス,ダ,リューデスハイム,13
遠征,202505040611,重賞,芝,ファーヴェント,7
遠征,202505040612,2勝クラス,ダ,コシュデリ,1
遠征,202505040612,2勝クラス,ダ,ダイシンリンク,2
遠征,202505040612,2勝クラス,ダ,ハクサンアイリス,6
遠征,202505040710,2勝クラス,ダ,スマートスピア,3
遠征,202505040710,2勝クラス,ダ,レッドダンルース,4
遠征,202505040710,2勝クラス,ダ,ケイアイメキラ,5
遠征,202505040710,2勝クラス,ダ,ハリウッドブルース,6
遠征,202505040710,2勝クラス,ダ,キングツェッペリン,10
遠征,202505040711,OP,ダ,クールミラボー,2
遠征,202505040711,OP,ダ,ゼットリアン,2
遠征,202505040711,OP,ダ,リアレスト,6
遠征,202505040711,OP,ダ,リチュアル,7
遠征,202505040711,OP,ダ,カゼノランナー,10
遠征,202505040712,3勝クラス,芝,グローリーリンク,5
遠征,202505040712,3勝クラス,芝,ワンダイレクト,9
遠征,202505040712,3勝クラス,芝,サウンドウォリアー,11
遠征,202505040712,3勝クラス,芝,コスモフロイデ,12
遠征,202505040712,3勝クラス,芝,イケイケドンドン,15
遠征,202505040809,2勝クラス,芝,タイセイカレント,2
遠征,202505040809,2勝クラス,芝,マテンロウサン,7
遠征,202505040809,2勝クラス,芝,ジュンゴールド,8
遠征,202505040809,2勝クラス,芝,エクストラバック,10
遠征,202505040809,2勝クラス,芝,ミッキーチャレンジ,11
遠征,202505040810,3勝クラス,ダ,トウカイポワール,7
遠征,202505040810,3勝クラス,ダ,タイゲン,8
遠征,202505040810,3勝クラス,ダ,ラップスター,12
遠征,202505040810,3勝クラス,ダ,ギーロカスタル,14
遠征,202505040811,重賞,芝,レディーゴール,6
遠征,202505040811,重賞,芝,バースデイフライト,8
遠征,202505040812,2勝クラス,ダ,ワーズワース,4
遠征,202505040812,2勝クラス,ダ,カルパ,5
遠征,202505040812,2勝クラス,ダ,バイファーザベスト,12
遠征,202505040909,2勝クラス,ダ,ベルダイナフェロー,1
遠征,202505040909,2勝クラス,ダ,ゼロスネーク,3
遠征,202505040909,2勝クラス,ダ,ベント,12
遠征,202505040909,2勝クラス,ダ,クリノグローリー,13
遠征,202505040910,2勝クラス,芝,イトカワサクラ,2
遠征,202505040910,2勝クラス,芝,ベレザニーニャ,11
遠征,202505040911,OP,ダ,インユアパレス,1
遠征,202505040911,OP,ダ,ジャスティンアース,2
遠征,202505040911,OP,ダ,ノーブルロジャー,4
遠征,202505040911,OP,ダ,リジル,5
遠征,202505040911,OP,ダ,サトノフェニックス,6
遠征,202505040911,OP,ダ,モズミギカタアガリ,7
遠征,202505040911,OP,ダ,サンライズパスカル,8
遠征,202505040911,OP,ダ,マルモリスペシャル,9
遠征,202505040911,OP,ダ,アドバンスファラオ,12
遠征,202505040911,OP,ダ,アクートゥス,14
遠征,202505040911,OP,ダ,パラシュラーマ,16
遠征,202505041008,2勝クラス,ダ,ミロワール,4
遠征,202505041008,2勝クラス,ダ,ダイシンリンク,5
遠征,202505041008,2勝クラス,ダ,トラヴェリンバンド,6
遠征,202505041008,2勝クラス,ダ,ペイシャケイプ,7
遠征,202505041009,2勝クラス,芝,ジュンツバメガエシ,2
遠征,202505041009,2勝クラス,芝,ローザサンリヴァル,3
遠征,202505041010,3勝クラス,芝,チェルビアット,1
遠征,202505041010,3勝クラス,芝,ウォーターガーベラ,7
遠征,202505041010,3勝クラス,芝,リッケンバッカー,10
遠征,202505041011,OP,ダ,ペプチドソレイユ,7
遠征,202505041011,OP,ダ,アルムラトゥール,8
遠征,202505041011,OP,ダ,バトルクライ,10
遠征,202505041011,OP,ダ,ポールセン,15
遠征,202505041109,2勝クラス,芝,ワンモアスマイル,4
遠征,202505041109,2勝クラス,芝,コリカンチャ,10
遠征,202505041110,3勝クラス,ダ,ドラゴンウェルズ,2
遠征,202505041110,3勝クラス,ダ,タマモダイジョッキ,7
遠征,202505041111,重賞,芝,ジャスティンパレス,3
遠征,202505041111,重賞,芝,メイショウタバル,6
遠征,202505041111,重賞,芝,タスティエーラ,8
遠征,202505041111,重賞,芝,クイーンズウォーク,9
遠征,202505041111,重賞,芝,ソールオリエンス,14
遠征,202505041112,2勝クラス,ダ,テーオーライマン,2
遠征,202505041112,2勝クラス,ダ,オコタンペ,8
遠征,202505041112,2勝クラス,ダ,クリノクリスタル,10
遠征,202505041112,2勝クラス,ダ,アリエスキング,11
遠征,202505050108,2勝クラス,芝,シルバープリペット,7
遠征,202505050109,2勝クラス,ダ,テーオーマルコーニ,2
遠征,202505050109,2勝クラス,ダ,インジケーター,9
遠征,202505050110,3勝クラス,ダ,メイショウミカワ,7
遠征,202505050110,3勝クラス,ダ,メイショウオーロラ,10
遠征,202505050111,重賞,芝,ダイヤモンドノット,1
遠征,202505050111,重賞,芝,ルートサーティーン,5
遠征,202505050111,重賞,芝,ネネキリマル,11
遠征,202505050111,重賞,芝,シーミハットク,13
遠征,202505050208,2勝クラス,ダ,アンズアメ,1
遠征,202505050208,2勝クラス,ダ,エコロネオ,2
遠征,202505050208,2勝クラス,ダ,エイプリルインパリ,6
遠征,202505050208,2勝クラス,ダ,ダミエ,7
遠征,202505050210,3勝クラス,芝,クレバーテースト,8
遠征,202505050211,重賞,芝,ミステリーウェイ,1
遠征,202505050211,重賞,芝,プラダリア,10
遠征,202505050211,重賞,芝,ボルドグフーシュ,11
遠征,202505050211,重賞,芝,ハギノアルデバラン,13
遠征,202505050211,重賞,芝,サスツルギ,14
遠征,202505050212,2勝クラス,芝,ベンガン,8
遠征,202505050212,2勝クラス,芝,ホークマン,18
遠征,202505050309,2勝クラス,ダ,フェイト,4
遠征,202505050309,2勝クラス,ダ,アラナコア,6
遠征,202505050309,2勝クラス,ダ,ダディーズトリップ,7
遠征,202505050309,2勝クラス,ダ,クアトロジャック,16
遠征,202505050310,3勝クラス,芝,マイネルチケット,1
遠征,202505050310,3勝クラス,芝,スライビングロード,2
遠征,202505050310,3勝クラス,芝,ユハンヌス,3
遠征,202505050310,3勝クラス,芝,キタサンダムール,9
遠征,202505050310,3勝クラス,芝,トラペジスト,10
遠征,202505050310,3勝クラス,芝,コト,15
遠征,202505050310,3勝クラス,芝,サトノグレイト,18
遠征,202505050311,重賞,ダ,ビダーヤ,3
遠征,202505050311,重賞,ダ,サンライズフレイム,4
遠征,202505050311,重賞,ダ,オメガギネス,7
遠征,202505050311,重賞,ダ,マテンロウコマンド,10
遠征,202505050311,重賞,ダ,アサカラキング,13
遠征,202505050407,2勝クラス,ダ,メイショウハチロー,1
遠征,202505050408,2勝クラス,芝,エルディアブロ,11
遠征,202505050409,3勝クラス,ダ,ダノンフィーゴ,1
遠征,202505050409,3勝クラス,ダ,アジアミッション,6
遠征,202505050409,3勝クラス,ダ,レーウィン,10
遠征,202505050409,3勝クラス,ダ,フラムリンガム,12
遠征,202505050410,3勝クラス,芝,フレミングフープ,1
遠征,202505050410,3勝クラス,芝,インヴォーグ,4
遠征,202505050410,3勝クラス,芝,ハニーコム,5
遠征,202505050410,3勝クラス,芝,ルシフェル,8
遠征,202505050411,OP,芝,フォーチュンタイム,1
遠征,202505050411,OP,芝,ラケマーダ,3
遠征,202505050411,OP,芝,ナムラアトム,4
遠征,202505050411,OP,芝,シュタールヴィント,6
遠征,202505050411,OP,芝,メイショウシンタケ,9
遠征,202505050411,OP,芝,ベガリス,10
遠征,202505050411,OP,芝,カリボール,11
遠征,202505050411,OP,芝,スカイロケット,13
遠征,202505050411,OP,芝,ガロンヌ,18
遠征,202505050508,2勝クラス,ダ,バルダンツァ,2
遠征,202505050510,3勝クラス,芝,ナヴォーナ,6
遠征,202505050510,3勝クラス,芝,アルトゥーム,11
遠征,202505050510,3勝クラス,芝,フライングブレード,12
遠征,202505050510,3勝クラス,芝,タイゲン,13
遠征,202505050510,3勝クラス,芝,テーオーダグラス,15
遠征,202505050511,OP,ダ,ワイワイレジェンド,2
遠征,202505050511,OP,ダ,マルモリスペシャル,8
遠征,202505050511,OP,ダ,コンクイスタ,14
遠征,202505050512,2勝クラス,芝,テラステラ,9
遠征,202505050512,2勝クラス,芝,ルヴァンノワール,11
遠征,202505050708,2勝クラス,ダ,タッチャブル,5
遠征,202505050708,2勝クラス,ダ,ラヴァブル,10
遠征,202505050708,2勝クラス,ダ,タガノマルアフ,14
遠征,202505050710,3勝クラス,ダ,エストレヤデベレン,3
遠征,202505050710,3勝クラス,ダ,ストレングス,6
遠征,202505050710,3勝クラス,ダ,アジアミッション,7
遠征,202505050710,3勝クラス,ダ,マーブルマウンテン,8
遠征,202505050710,3勝クラス,ダ,ドゥータップ,15
遠征,202505050710,3勝クラス,ダ,デイトナモード,16
遠征,202505050711,OP,芝,ミッキーゴージャス,1
遠征,202505050711,OP,芝,ブエナオンダ,3
遠征,202505050711,OP,芝,グロリアラウス,4
遠征,202505050711,OP,芝,ラケマーダ,6
遠征,202505050711,OP,芝,マピュース,9
遠征,202505050711,OP,芝,スズハローム,11
遠征,202505050711,OP,芝,セオ,13
遠征,202505050711,OP,芝,シュタールヴィント,15
遠征,202505050711,OP,芝,ホウオウプロサンゲ,16
遠征,202505050712,2勝クラス,芝,ダノンブギ,6
遠征,202505050712,2勝クラス,芝,サイモンルモンド,9
遠征,202505050809,2勝クラス,芝,ログラール,3
遠征,202505050810,2勝クラス,ダ,ダイシンリンク,5
遠征,202505050810,2勝クラス,ダ,シホノペルフェット,12
遠征,202505050811,3勝クラス,芝,ヴィレム,1
遠征,202505050811,3勝クラス,芝,ミッキーツインクル,5
遠征,202505050811,3勝クラス,芝,コルレオニス,6
遠征,202505050812,重賞,芝,ジャスティンパレス,5
遠征,202505050812,重賞,芝,ヨーホーレイク,14
遠征,202505050812,重賞,芝,サンライズアース,15
遠征,202506050110,2勝クラス,ダ,プルナチャンドラ,2
遠征,202506050110,2勝クラス,ダ,レイバックスピン,4
遠征,202506050111,重賞,芝,ブレイヴロッカー,4
遠征,202506050111,重賞,芝,ワープスピード,5
遠征,202506050111,重賞,芝,ヴェルテンベルク,6
遠征,202506050112,2勝クラス,芝,ボンヌソワレ,10
遠征,202506050207,2勝クラス,芝,サトノソティラス,11
遠征,202506050208,2勝クラス,ダ,ズバットマサムネ,8
遠征,202506050209,3勝クラス,芝,パクスロマーナ,7
遠征,202506050210,3勝クラス,ダ,メイプルタピット,12
遠征,202506050210,3勝クラス,ダ,オペラプラージュ,15
遠征,202506050211,OP,芝,ロードフォアエース,1
遠征,202506050211,OP,芝,ムイ,10
遠征,202506050211,OP,芝,マイネルレノン,11
遠征,202506050308,2勝クラス,ダ,タカサンフェイス,9
遠征,202506050308,2勝クラス,ダ,スマートカイロス,10
遠征,202506050310,3勝クラス,ダ,ジェネラーレ,3
遠征,202506050310,3勝クラス,ダ,エンヤラヴフェイス,6
遠征,202506050310,3勝クラス,ダ,メイショウフジタカ,7
遠征,202506050310,3勝クラス,ダ,エレガントムーン,9
遠征,202506050310,3勝クラス,ダ,ビルカール,10
遠征,202506050310,3勝クラス,ダ,アイファースキャン,12
遠征,202506050409,2勝クラス,芝,イガッチ,1
遠征,202506050409,2勝クラス,芝,レディーミコノス,5
遠征,202506050410,OP,ダ,ブライアンセンス,1
遠征,202506050410,OP,ダ,ポッドロゴ,3
遠征,202506050410,OP,ダ,テーオーパスワード,6
遠征,202506050410,OP,ダ,ミッキーヌチバナ,7
遠征,202506050410,OP,ダ,スマートアイ,15
遠征,202506050411,重賞,ダ,テーオーエルビス,1
遠征,202506050411,重賞,ダ,サンライズアムール,6
遠征,202506050411,重賞,ダ,ポッドベイダー,7
遠征,202506050411,重賞,ダ,タガノミスト,11
遠征,202506050411,重賞,ダ,スターペスカオリ,13
遠征,202506050411,重賞,ダ,エートラックス,14
遠征,202506050411,重賞,ダ,ドンアミティエ,15
遠征,202506050411,重賞,ダ,カルチャーデイ,16
遠征,202506050510,2勝クラス,ダ,シャンバラ,8
遠征,202506050510,2勝クラス,ダ,セレクティオ,9
遠征,202506050510,2勝クラス,ダ,ハッピーダンチャン,11
遠征,202506050511,重賞,芝,スリールミニョン,7
遠征,202506050511,重賞,芝,ビップデイジー,10
遠征,202506050511,重賞,芝,チェルビアット,13
遠征,202506050511,重賞,芝,ソーダズリング,14
遠征,202506050511,重賞,芝,ランフォーヴァウ,15
遠征,202506050512,2勝クラス,ダ,スノーサイレンス,2
遠征,202506050610,3勝クラス,ダ,ギーロカスタル,11
遠征,202506050611,OP,芝,ショウナンマグマ,4
遠征,202506050611,OP,芝,ドクタードリトル,9
遠征,202506050611,OP,芝,マイネルメモリー,10
遠征,202506050611,OP,芝,フォワードアゲン,12
遠征,202506050612,2勝クラス,芝,ラージギャラリー,8
遠征,202506050612,2勝クラス,芝,サヴァビアン,13
遠征,202506050709,2勝クラス,芝,アンビバレント,1
遠征,202506050711,重賞,芝,アスクエジンバラ,3
遠征,202506050711,重賞,芝,バドリナート,5
遠征,202506050711,重賞,芝,アンドゥーリル,7
遠征,202506050711,重賞,芝,ジャスティンビスタ,8
遠征,202506050711,重賞,芝,テーオーアルアイン,9
遠征,202506050711,重賞,芝,ウイナーズナイン,13
遠征,202506050712,3勝クラス,芝,アスターブジエ,5
遠征,202506050712,3勝クラス,芝,サークルオブジョイ,8
遠征,202506050808,2勝クラス,ダ,アートレスマインド,5
遠征,202506050808,2勝クラス,ダ,ジューンエオス,12
遠征,202506050809,2勝クラス,芝,コーチェラバレー,1
遠征,202506050809,2勝クラス,芝,ショウナンガチ,8
遠征,202506050809,2勝クラス,芝,ボンドロア,13
遠征,202506050810,3勝クラス,ダ,アンズアメ,3
遠征,202506050810,3勝クラス,ダ,ムーム,7
遠征,202506050810,3勝クラス,ダ,ジャスパーノワール,15
遠征,202506050810,3勝クラス,ダ,ネグレスコ,16
遠征,202506050811,重賞,芝,レガレイラ,4
遠征,202506050811,重賞,芝,ジャスティンパレス,7
遠征,202506050811,重賞,芝,エキサイトバイオ,8
遠征,202506050811,重賞,芝,マイネルエンペラー,9
遠征,202506050811,重賞,芝,アドマイヤテラ,11
遠征,202506050811,重賞,芝,エルトンバローズ,12
遠征,202506050811,重賞,芝,メイショウタバル,13
遠征,202506050812,3勝クラス,芝,グローリーリンク,2
遠征,202506050812,3勝クラス,芝,セブンマジシャン,2
遠征,202506050812,3勝クラス,芝,ケイデンシーマーク,7
遠征,202506050812,3勝クラス,芝,エポックヴィーナス,9
遠征,202507050110,2勝クラス,ダ,ビッグドリーム,3
遠征,202507050110,2勝クラス,ダ,ビーマックス,6
遠征,202507050110,2勝クラス,ダ,メモリーグラス,7
遠征,202507050110,2勝クラス,ダ,ダミエ,9
遠征,202507050110,2勝クラス,ダ,ミスエル,10
遠征,202507050110,2勝クラス,ダ,バンブトンプロ,13
遠征,202507050111,3勝クラス,芝,サトミノキラリ,2
遠征,202507050111,3勝クラス,芝,ユハンヌス,3
遠征,202507050111,3勝クラス,芝,ヴェサリウス,4
遠征,202507050111,3勝クラス,芝,アニトラ,7
遠征,202507050111,3勝クラス,芝,フライングブレード,8
遠征,202507050111,3勝クラス,芝,コスモアディラート,10
遠征,202507050111,3勝クラス,芝,フォルテム,11
遠征,202507050209,2勝クラス,ダ,エイシンナデシコ,1
遠征,202507050209,2勝クラス,ダ,コンアフェット,2
遠征,202507050209,2勝クラス,ダ,ユウェンタース,4
遠征,202507050209,2勝クラス,ダ,カフェアローロ,5
遠征,202507050209,2勝クラス,ダ,アンドリーナ,6
遠征,202507050209,2勝クラス,ダ,ロフティーイデアル,7
遠征,202507050209,2勝クラス,ダ,ヴォンフレ,11
遠征,202507050209,2勝クラス,ダ,プチボヌール,15
遠征,202507050209,2勝クラス,ダ,ブーバー,16
遠征,202507050210,2勝クラス,芝,ホウオウシェリー,4
遠征,202507050210,2勝クラス,芝,ステラバルセロナ,9
遠征,202507050210,2勝クラス,芝,ヒロノゴウカイ,10
遠征,202507050210,2勝クラス,芝,ラッジオ,11
遠征,202507050210,2勝クラス,芝,ラーテル,13
遠征,202507050211,重賞,ダ,ペリエール,10
遠征,202507050211,重賞,ダ,シックスペンス,11
遠征,202507050211,重賞,ダ,ペプチドナイル,12
遠征,202507050211,重賞,ダ,ナルカミ,13
遠征,202507050211,重賞,ダ,ルクソールカフェ,15
遠征,202507050211,重賞,ダ,ウィリアムバローズ,16
遠征,202507050310,2勝クラス,ダ,アラレタバシル,1
遠征,202507050310,2勝クラス,ダ,ジュンラトゥール,5
遠征,202507050310,2勝クラス,ダ,タイセイミッション,7
遠征,202507050310,2勝クラス,ダ,エクストラノート,8
遠征,202507050310,2勝クラス,ダ,エイブラムス,9
遠征,202507050310,2勝クラス,ダ,ユメハハテシナク,16
遠征,202507050311,重賞,芝,シンハナーダ,4
遠征,202507050311,重賞,芝,メリオーレム,5
遠征,202507050311,重賞,芝,ピースワンデュック,6
遠征,202507050311,重賞,芝,マイネルモーント,8
遠征,202507050311,重賞,芝,ヴィンセンシオ,9
遠征,202507050311,重賞,芝,ダンディズム,12
遠征,202507050311,重賞,芝,ショウナンアデイブ,13
遠征,202507050311,重賞,芝,マイネルケレリウス,14
遠征,202507050410,2勝クラス,芝,バルナバ,1
遠征,202507050410,2勝クラス,芝,ジェットブレード,3
遠征,202507050410,2勝クラス,芝,レイヤードレッド,5
遠征,202507050410,2勝クラス,芝,マイネルシーマー,6
遠征,202507050410,2勝クラス,芝,サイモンルモンド,10
遠征,202507050411,3勝クラス,芝,モズナナスター,1
遠征,202507050411,3勝クラス,芝,ベイビーキッス,2
遠征,202507050411,3勝クラス,芝,ジャスリー,9
遠征,202507050509,OP,芝,ノアールビーナス,4
遠征,202507050509,OP,芝,ハッピーエンジェル,6
遠征,202507050509,OP,芝,シーグルロス,7
遠征,202507050509,OP,芝,ランドスター,8
遠征,202507050510,2勝クラス,ダ,トルーマンテソーロ,1
遠征,202507050510,2勝クラス,ダ,メモリーグラス,2
遠征,202507050510,2勝クラス,ダ,フィリップ,3
遠征,202507050510,2勝クラス,ダ,フォーワンセルフ,7
遠征,202507050510,2勝クラス,ダ,アイファーバトル,8
遠征,202507050510,2勝クラス,ダ,トロピカルヒーロー,9
遠征,202507050510,2勝クラス,ダ,ミスエル,10
遠征,202507050510,2勝クラス,ダ,キングクー,11
遠征,202507050510,2勝クラス,ダ,カンザシ,14
遠征,202507050510,2勝クラス,ダ,マーシヴィガラス,16
遠征,202507050511,3勝クラス,ダ,ピクシレーション,2
遠征,202507050511,3勝クラス,ダ,フルオール,5
遠征,202507050511,3勝クラス,ダ,ビップスコーピオン,6
遠征,202507050511,3勝クラス,ダ,タイセイレスポンス,8
遠征,202507050511,3勝クラス,ダ,アルゴナヴィス,11
遠征,202507050610,2勝クラス,芝,ディヴァインスター,1
遠征,202507050610,2勝クラス,芝,アナレンマ,5
遠征,202507050610,2勝クラス,芝,バードウォッチャー,7
遠征,202507050610,2勝クラス,芝,ジェモロジー,8
遠征,202507050611,OP,ダ,ドンインザムード,2
